-0.67964294786286,-1.11880454976716,-0.28581519972262,-0.791114283962723,-0,-1.27707629120743
-0.559402274883596,1.57469079158714e-16,-0.322971053989336,3.99025236263379e-32,-0,-0.746838745708327
-1.08859551680366e-16,9.20884761360249e-17,1.0496437741658e-16,-9.0016845598678e-33,-0,-0.436753948007159
8.87137055820511e-18,5.38536675413458e-17,-9.0235060925372e-18,-7.42602281076987e-33,-0,-0.255415258241487
-1.93005601693368e-17,3.14938158317427e-17,1.73099046078722e-17,-1.04828385984125e-32,-0,-0.149367749141665
-1.12870360585171e-17,1.84176952272049e-17,1.01228936240382e-17,-6.13040120171615e-33,-0,-0.0873507896014318
-6.60069872939044e-18,1.07707335082691e-17,5.91990410374592e-18,-3.5850803712359e-33,-0,-0.0510830516482973
-3.86011203386735e-18,6.29876316634853e-18,3.46198092157444e-18,-2.09656771968251e-33,-0,-0.029873549828333
-2.25740721170342e-18,3.68353904544099e-18,2.02457872480764e-18,-1.22608024034323e-33,-0,-0.0174701579202863
-1.32013974587809e-18,2.15414670165383e-18,1.18398082074918e-18,-7.17016074247179e-34,-0,-0.0102166103296595
-7.72022406773471e-19,1.25975263326971e-18,6.92396184314888e-19,-4.19313543936501e-34,-0,-0.00597470996566661
-4.51481442340683e-19,7.36707809088197e-19,4.04915744961527e-19,-2.45216048068646e-34,-0,-0.00349403158405727
-2.64027949175617e-19,4.30829340330765e-19,2.36796164149837e-19,-1.43403214849436e-34,-0,-0.00204332206593189
-1.54404481354694e-19,2.51950526653941e-19,1.38479236862978e-19,-8.38627087873002e-35,-0,-0.00119494199313332
-9.02962884681366e-20,1.47341561817639e-19,8.09831489923054e-20,-4.90432096137291e-35,-0,-0.000698806316811453
